album_number,album_code,player_name,team_name,sticker_kind,photo_url
802,JOR13,Team Photo,Jordan,team,
803,JOR14,Amer Jamous,Jordan,player,
804,JOR15,Musa Al-Taamari,Jordan,player,
805,JOR16,Yazan Al-Naimat,Jordan,player,
806,JOR17,Mahmoud Al-Mardi,Jordan,player,
807,JOR18,Ali Olwan,Jordan,player,
808,JOR19,Mohammad Abu Zrayq,Jordan,player,
809,JOR20,Ibrahim Sabra,Jordan,player,
810,POR1,Team Logo,Portugal,crest,
811,POR2,Diogo Costa,Portugal,player,
812,POR3,Jose Sa,Portugal,player,
813,POR4,Ruben Dias,Portugal,player,
814,POR5,João Cancelo,Portugal,player,
815,POR6,Diogo Dalot,Portugal,player,
816,POR7,Nuno Mendes,Portugal,player,
817,POR8,Gonçalo Inácio,Portugal,player,
818,POR9,Bernardo Silva,Portugal,player,
819,POR10,Bruno Fernandes,Portugal,player,
820,POR11,Ruben Neves,Portugal,player,
821,POR12,Vitinha,Portugal,player,
822,POR13,Team Photo,Portugal,team,
823,POR14,João Neves,Portugal,player,
824,POR15,Cristiano Ronaldo,Portugal,player,
825,POR16,Francisco Trincao,Portugal,player,
826,POR17,João Felix,Portugal,player,
827,POR18,Gonçalo Ramos,Portugal,player,
828,POR19,Pedro Neto,Portugal,player,
829,POR20,Rafael Leão,Portugal,player,
830,COD1,Team Logo,Congo DR,crest,
831,COD2,Lionel Mpasi,Congo DR,player,
832,COD3,Aaron Wan-Bissaka,Congo DR,player,
833,COD4,Axel Tuanzebe,Congo DR,player,
834,COD5,Arthur Masuaku,Congo DR,player,
835,COD6,Chancel Mbemba,Congo DR,player,
836,COD7,Joris Kayembe,Congo DR,player,
837,COD8,Charles Pickel,Congo DR,player,
838,COD9,Ngal'ayel Mukau,Congo DR,player,
839,COD10,Edo Kayembe,Congo DR,player,
840,COD11,Samuel Moutoussamy,Congo DR,player,
841,COD12,Noah Sadiki,Congo DR,player,
842,COD13,Team Photo,Congo DR,team,
843,COD14,Théo Bongonda,Congo DR,player,
844,COD15,Meschak Elia,Congo DR,player,
845,COD16,Yoane Wissa,Congo DR,player,
846,COD17,Brian Cipenga,Congo DR,player,
847,COD18,Fiston Mayele,Congo DR,player,
848,COD19,Cédric Bakambu,Congo DR,player,
849,COD20,Nathanaël Mbuku,Congo DR,player,
850,UZB1,Team Logo,Uzbekistan,crest,
851,UZB2,Utkir Yusupov,Uzbekistan,player,
852,UZB3,Farrukh Savfiev,Uzbekistan,player,
853,UZB4,Sherzod Nasrullaev,Uzbekistan,player,
854,UZB5,Umar Eshmurodov,Uzbekistan,player,
855,UZB6,Husniddin Aliqulov,Uzbekistan,player,
856,UZB7,Rustamjon Ashurmatov,Uzbekistan,player,
857,UZB8,Khojiakbar Alijonov,Uzbekistan,player,
858,UZB9,Abdukodir Khusanov,Uzbekistan,player,
859,UZB10,Odiljon Hamrobekov,Uzbekistan,player,
860,UZB11,Otabek Shukurov,Uzbekistan,player,
861,UZB12,Jamshid Iskanderov,Uzbekistan,player,
862,UZB13,Team Photo,Uzbekistan,team,
863,UZB14,Azizbek Turgunboev,Uzbekistan,player,
864,UZB15,Khojimat Erkinov,Uzbekistan,player,
865,UZB16,Eldor Shomurodov,Uzbekistan,player,
866,UZB17,Oston Urunov,Uzbekistan,player,
867,UZB18,Jaloliddin Masharipov,Uzbekistan,player,
868,UZB19,Igor Sergeev,Uzbekistan,player,
869,UZB20,Abbosbek Fayzullaev,Uzbekistan,player,
870,COL1,Team Logo,Colombia,crest,
871,COL2,Camilo Vargas,Colombia,player,
872,COL3,David Ospina,Colombia,player,
873,COL4,Dávinson Sánchez,Colombia,player,
874,COL5,Yerry Mina,Colombia,player,
875,COL6,Daniel Munoz,Colombia,player,
876,COL7,Johan Mojica,Colombia,player,
877,COL8,Jhon Lucumí,Colombia,player,
878,COL9,Santiago Arias,Colombia,player,
879,COL10,Jefferson Lerma,Colombia,player,
880,COL11,Kevin Castaño,Colombia,player,
881,COL12,Richard Rios,Colombia,player,
882,COL13,Team Photo,Colombia,team,
883,COL14,James Rodriguez,Colombia,player,
884,COL15,Juan Fernando Quintero,Colombia,player,
885,COL16,Jorge Carrascal,Colombia,player,
886,COL17,Jon Arias,Colombia,player,
887,COL18,Jhon Cordova,Colombia,player,
888,COL19,Luis Suarez,Colombia,player,
889,COL20,Luis Diaz,Colombia,player,
890,ENG1,Team Logo,England,crest,
891,ENG2,Jordan Pickford,England,player,
892,ENG3,John Stones,England,player,
893,ENG4,Marc Guéhi,England,player,
894,ENG5,Ezri Konsa,England,player,
895,ENG6,Trent Alexander-Arnold,England,player,
896,ENG7,Reece James,England,player,
897,ENG8,Dan Burn,England,player,
898,ENG9,Jordan Henderson,England,player,
899,ENG10,Declan Rice,England,player,
900,ENG11,Jude Bellingham,England,player,
901,ENG12,Cole Palmer,England,player,
902,ENG13,Team Photo,England,team,
903,ENG14,Morgan Rogers,England,player,
904,ENG15,Anthony Gordon,England,player,
905,ENG16,Phil Foden,England,player,
906,ENG17,Bukayo Saka,England,player,
907,ENG18,Harry Kane,England,player,
908,ENG19,Marcus Rashford,England,player,
909,ENG20,Ollie Watkins,England,player,
910,CRO1,Team Logo,Croatia,crest,
911,CRO2,Dominik Livaković,Croatia,player,
912,CRO3,Duje Caleta-Car,Croatia,player,
913,CRO4,Josko Gvardiol,Croatia,player,
914,CRO5,Josip Stanišić,Croatia,player,
915,CRO6,Luka Vušković,Croatia,player,
916,CRO7,Josip Sutalo,Croatia,player,
917,CRO8,Kristijan Jakic,Croatia,player,
918,CRO9,Luka Modrić,Croatia,player,
919,CRO10,Mateo Kovacic,Croatia,player,
920,CRO11,Martin Baturina,Croatia,player,
921,CRO12,Lovro Majer,Croatia,player,
922,CRO13,Team Photo,Croatia,team,
923,CRO14,Mario Pasalic,Croatia,player,
924,CRO15,Petar Sucic,Croatia,player,
925,CRO16,Ivan Perišić,Croatia,player,
926,CRO17,Marco Pasalic,Croatia,player,
927,CRO18,Ante Budimir,Croatia,player,
928,CRO19,Andrej Kramarić,Croatia,player,
929,CRO20,Franjo Ivanovic,Croatia,player,
930,GHA1,Team Logo,Ghana,crest,
931,GHA2,Lawrence Ati Zigi,Ghana,player,
932,GHA3,Tariq Lamptey,Ghana,player,
933,GHA4,Mohammed Salisu,Ghana,player,
934,GHA5,Alidu Seidu,Ghana,player,
935,GHA6,Alexander Djiku,Ghana,player,
936,GHA7,Gideon Mensah,Ghana,player,
937,GHA8,Caleb Yirenkyi,Ghana,player,
938,GHA9,Abdul Issahaku Fatawu,Ghana,player,
939,GHA10,Thomas Partey,Ghana,player,
940,GHA11,Salis Abdul Samed,Ghana,player,
941,GHA12,Kamaldeen Sulemana,Ghana,player,
942,GHA13,Team Photo,Ghana,team,
943,GHA14,Mohammed Kudus,Ghana,player,
944,GHA15,Inaki Williams,Ghana,player,
945,GHA16,Jordan Ayew,Ghana,player,
946,GHA17,Andrew Ayew,Ghana,player,
947,GHA18,Joseph Paintsil,Ghana,player,
948,GHA19,Osman Bukari,Ghana,player,
949,GHA20,Antoine Semenyo,Ghana,player,
950,PAN1,Team Logo,Panama,crest,
951,PAN2,Orlando Mosquera,Panama,player,
952,PAN3,Luis Mejia,Panama,player,
953,PAN4,Fidel Escobar,Panama,player,
954,PAN5,Andres Andrade,Panama,player,
955,PAN6,Michael Amir Murillo,Panama,player,
956,PAN7,Eric Davis,Panama,player,
957,PAN8,Jose Cordoba,Panama,player,
958,PAN9,Cesar Blackman,Panama,player,
959,PAN10,Cristian Martinez,Panama,player,
960,PAN11,Aníbal Godoy,Panama,player,
961,PAN12,Adalberto Carrasquilla,Panama,player,
962,PAN13,Team Photo,Panama,team,
963,PAN14,Édgar Bárcenas,Panama,player,
964,PAN15,Carlos Harvey,Panama,player,
965,PAN16,Ismael Díaz,Panama,player,
966,PAN17,Jose Fajardo,Panama,player,
967,PAN18,Cecilio Waterman,Panama,player,
968,PAN19,Jose Luiz Rodriguez,Panama,player,
969,PAN20,Alberto Quintero,Panama,player,
970,FWC9,Italy 1934,FIFA Museum,special,
971,FWC10,Uruguay 1950,FIFA Museum,special,
972,FWC11,West Germany 1954,FIFA Museum,special,
973,FWC12,Brazil 1962,FIFA Museum,special,
974,FWC13,West Germany 1974,FIFA Museum,special,
975,FWC14,Argentina 1986,FIFA Museum,special,
976,FWC15,Brazil 1994,FIFA Museum,special,
977,FWC16,Brazil 2002,FIFA Museum,special,
978,FWC17,Italy 2006,FIFA Museum,special,
979,FWC18,Germany 2014,FIFA Museum,special,
980,FWC19,Argentina 2022,FIFA Museum,special,
